step,amount,nameOrig,bankOrig,nameDest,bankDest
199,2021.49,3305,swedbank,4885,swedbank
199,1226.58,79666,others,28702,handelsbanken
199,1367.59,37896,handelsbanken,31632,handelsbanken
199,333.72,31195,handelsbanken,99948,others
199,301.84,39254,handelsbanken,76228,others
199,755.6,90857,others,68355,others
199,925.78,33969,handelsbanken,36435,handelsbanken
199,1020.62,20952,swedbank,860,swedbank
199,1240.74,10918,swedbank,76793,others
199,1398.63,11575,swedbank,54681,others
199,1070.58,27539,swedbank,35886,handelsbanken
199,895.84,20507,swedbank,20937,swedbank
199,610.23,31898,handelsbanken,29253,handelsbanken
199,1126.04,44071,others,64488,others
199,752.89,39333,handelsbanken,30052,handelsbanken
199,985.7,56448,others,33740,handelsbanken
199,1227.4,29130,handelsbanken,74749,others
199,1173.21,39568,handelsbanken,38457,handelsbanken
199,1274.59,21169,swedbank,84568,others
199,630.0,29153,handelsbanken,38393,handelsbanken
199,1497.14,10841,swedbank,93181,others
199,1907.18,60257,others,51573,others
199,968.03,9637,swedbank,6288,swedbank
199,1018.86,24931,swedbank,21231,swedbank
199,674.57,39995,handelsbanken,22240,swedbank
199,73.53,85191,others,6380,swedbank
199,1129.44,23974,swedbank,75795,others
199,727.03,21138,swedbank,11049,swedbank
199,216.82,11821,swedbank,36564,handelsbanken
199,766.75,11632,swedbank,16258,swedbank
199,1566.04,60493,others,9612,swedbank
199,773.21,35194,handelsbanken,40140,handelsbanken
199,1031.96,40823,handelsbanken,29530,handelsbanken
199,1194.2,34939,handelsbanken,31500,handelsbanken
199,1153.13,35296,handelsbanken,48346,others
199,692.28,34103,handelsbanken,38319,handelsbanken
199,1139.78,70348,others,32261,handelsbanken
199,844.85,821,swedbank,51100,others
199,1295.94,36149,handelsbanken,61612,others
199,1001.82,24546,swedbank,65814,others
199,780.1,57914,others,12594,swedbank
199,221.62,97183,others,39767,handelsbanken
199,745.96,36027,handelsbanken,37569,handelsbanken
199,1582.18,34722,handelsbanken,37380,handelsbanken
199,121.94,35680,handelsbanken,31129,handelsbanken
199,1263.81,30544,handelsbanken,5917,swedbank
199,937.93,28584,handelsbanken,35587,handelsbanken
199,812.43,32585,handelsbanken,35866,handelsbanken
199,426.86,4824,swedbank,82792,others
199,1291.31,48080,others,9736,swedbank
199,601.44,66,swedbank,76159,others
199,610.82,86769,others,58684,others
199,755.56,52022,others,2568,swedbank
199,1280.0,61995,others,5572,swedbank
199,663.39,37201,handelsbanken,51012,handelsbanken
199,1124.55,35170,handelsbanken,36357,handelsbanken
199,1019.44,7637,swedbank,18541,swedbank
199,435.17,3402,swedbank,69413,others
199,780.63,35442,handelsbanken,35161,handelsbanken
199,763.05,15002,swedbank,18344,swedbank
199,223.0,89673,others,40271,handelsbanken
199,709.68,30131,handelsbanken,75705,others
199,620.77,4691,swedbank,33191,handelsbanken
199,789.1,14027,swedbank,56793,others
199,1204.27,64502,others,231,swedbank
200,818.31,74673,others,72143,others
200,908.85,6153,swedbank,1742,swedbank
200,342.97,2843,swedbank,15411,swedbank
200,1720.66,84723,others,91849,others
200,824.22,41694,others,92821,others
200,791.29,18225,swedbank,16192,swedbank
200,539.52,16009,swedbank,11588,swedbank
200,1616.58,32297,handelsbanken,30001,handelsbanken
200,780.63,22531,swedbank,8699,swedbank
200,1109.23,92108,others,10074,swedbank
200,283.46,22664,swedbank,77156,others
200,324.42,23345,swedbank,81238,others
200,378.72,29995,handelsbanken,53727,others
200,1120.6,24376,swedbank,25251,swedbank
200,1362.04,70170,others,14781,swedbank
200,1347.76,28760,handelsbanken,32147,handelsbanken
200,1043.95,38251,handelsbanken,37014,handelsbanken
200,1738.1,11774,swedbank,70662,others
200,955.1,23917,swedbank,1068,swedbank
200,498.35,21974,swedbank,10649,swedbank
200,1367.57,32703,handelsbanken,36229,handelsbanken
200,503.02,60474,others,18197,swedbank
200,1427.54,92870,others,46251,others
200,419.08,90045,others,12954,swedbank
200,1127.31,73777,others,95679,others
200,849.19,28286,handelsbanken,39851,handelsbanken
200,701.57,58093,others,6099,swedbank
200,1984.49,74900,others,36564,handelsbanken
200,447.76,40390,handelsbanken,36243,handelsbanken
200,1105.24,2755,swedbank,75541,others
200,1048.87,33434,handelsbanken,36749,handelsbanken
200,382.96,85967,others,87927,others
200,628.21,20568,swedbank,7810,swedbank
200,867.28,40056,handelsbanken,29530,handelsbanken
200,579.2,46226,others,53923,others
200,696.12,59756,others,55638,others
200,435.08,14965,swedbank,27637,swedbank
200,844.43,75866,others,48091,others
200,1254.21,66233,others,21942,swedbank
200,1716.65,89267,others,44405,others
200,1047.11,36023,handelsbanken,30766,handelsbanken
200,974.25,26483,swedbank,23052,swedbank
200,509.64,25125,swedbank,7169,swedbank
200,1553.54,23015,swedbank,5022,swedbank
200,244.68,33501,handelsbanken,40680,handelsbanken
200,1215.35,92649,others,32711,handelsbanken
200,864.13,69820,others,95199,others
200,880.79,11970,swedbank,4725,swedbank
200,144.95,34913,handelsbanken,38355,handelsbanken
200,347.43,35407,handelsbanken,28032,handelsbanken
200,833.78,33021,handelsbanken,37262,handelsbanken
200,818.88,25616,swedbank,30140,handelsbanken
200,210.25,9893,swedbank,87731,others
200,683.93,69851,others,91808,others
200,1107.3,77110,others,27251,swedbank
200,560.84,67174,others,95562,others
200,1145.98,72310,others,47167,others
200,202.5,50491,others,16029,swedbank
200,1278.34,31785,handelsbanken,37913,handelsbanken
200,1845.88,94141,others,50253,others
200,483.94,18099,swedbank,657,swedbank
200,1385.25,23919,swedbank,12663,swedbank
200,1179.97,87752,others,38631,handelsbanken
200,405.73,29794,handelsbanken,39180,handelsbanken
200,90.98,26836,swedbank,5599,swedbank
201,335.75,12285,swedbank,15957,swedbank
201,567.66,29940,handelsbanken,28753,handelsbanken
201,957.86,33904,handelsbanken,34648,handelsbanken
201,245.72,81124,others,40271,handelsbanken
201,4.56,98348,others,91153,others
201,498.39,33460,handelsbanken,29412,handelsbanken
201,893.65,90663,others,94175,others
201,1048.21,18475,swedbank,61204,others
201,1128.09,56015,others,56091,others
201,964.09,34139,handelsbanken,15843,swedbank
201,502.3,59800,others,74748,others
201,1007.1,18224,swedbank,19372,swedbank
201,363.41,44546,others,72525,others
201,215.55,34654,handelsbanken,34990,handelsbanken
201,723.27,99479,others,20256,swedbank
201,1240.6,40317,handelsbanken,29652,handelsbanken
201,130.03,25208,swedbank,15827,swedbank
201,997.72,26332,swedbank,20984,swedbank
201,484.72,8833,swedbank,8747,swedbank
201,1074.99,83703,others,39379,handelsbanken
201,650.52,13829,swedbank,79470,others
201,486.09,36245,handelsbanken,30379,handelsbanken
201,760.88,24340,swedbank,1346,swedbank
201,1143.82,63411,others,82821,others
201,589.47,63319,others,84941,others
201,271.59,45323,others,93622,others
201,1080.05,62554,others,34837,handelsbanken
201,491.54,29345,handelsbanken,65035,others
201,507.08,11023,swedbank,63159,others
201,666.82,48318,others,13606,swedbank
201,1056.84,58161,others,81781,others
201,1163.73,40787,handelsbanken,39183,handelsbanken
201,665.03,89565,others,71121,others
201,1092.27,259,swedbank,59877,others
201,894.72,1495,swedbank,78790,others
201,792.86,35312,handelsbanken,31978,handelsbanken
201,872.69,80709,others,51482,others
201,888.31,41426,others,63942,others
201,900.13,62942,others,39476,handelsbanken
201,452.1,30651,handelsbanken,29530,handelsbanken
201,377.16,2956,swedbank,39489,handelsbanken
201,1209.03,33352,handelsbanken,31408,handelsbanken
201,154.11,80179,others,31571,handelsbanken
201,350.12,61130,others,75497,others
201,567.61,95091,others,94039,others
201,994.32,22543,swedbank,81388,others
201,1050.13,31025,handelsbanken,30585,handelsbanken
201,1262.22,9597,swedbank,31905,handelsbanken
201,1223.34,32841,handelsbanken,36079,handelsbanken
201,198.6,35756,handelsbanken,36868,handelsbanken
201,1099.38,38282,handelsbanken,30963,handelsbanken
201,856.65,62,swedbank,6862,swedbank
201,662.8,36896,handelsbanken,34151,handelsbanken
201,1260.31,90374,others,4609,swedbank
201,562.11,32539,handelsbanken,31861,handelsbanken
201,1577.3,56560,others,29164,handelsbanken
201,1201.18,31757,handelsbanken,37496,handelsbanken
201,1119.15,87035,others,47628,others
201,1084.47,29175,handelsbanken,30550,handelsbanken
201,691.18,22357,swedbank,9008,swedbank
201,1190.49,37194,handelsbanken,29957,handelsbanken
201,266.18,38580,handelsbanken,38784,handelsbanken
201,970.35,24258,swedbank,36564,handelsbanken
201,1716.9,999,swedbank,1506,swedbank
201,980.58,93899,others,7664,swedbank
201,1096.11,24409,swedbank,15070,swedbank
201,356.34,79848,others,61730,others
201,489.52,29241,handelsbanken,33180,handelsbanken
202,1317.34,14726,swedbank,6385,swedbank
202,241.23,78478,others,22026,swedbank
202,465.72,83995,others,67042,others
202,1194.97,67614,others,99184,others
202,238.88,35989,handelsbanken,38470,handelsbanken
202,777.47,86583,others,41246,others
202,729.26,85972,others,11552,swedbank
202,766.18,21565,swedbank,4638,swedbank
202,598.97,25982,swedbank,17822,swedbank
202,52.38,80639,others,93543,others
202,361.72,3646,swedbank,12494,swedbank
202,1293.08,25654,swedbank,11992,swedbank
202,508.32,13914,swedbank,6178,swedbank
202,249.18,58450,others,35696,handelsbanken
202,408.86,9525,swedbank,47466,others
202,1772.03,73715,others,51917,others
202,1151.62,28755,handelsbanken,75021,others
202,616.11,22866,swedbank,96912,others
202,1156.67,95271,others,34831,handelsbanken
202,1263.94,66030,others,83931,others
202,1158.82,27840,handelsbanken,38424,handelsbanken
202,396.11,74096,others,49551,others
202,1182.25,9395,swedbank,94382,others
202,851.85,80530,others,65258,others
202,803.52,122,swedbank,44793,others
202,1124.64,83556,others,12152,swedbank
202,956.18,10811,swedbank,24198,swedbank
202,979.4,34830,handelsbanken,34337,handelsbanken
202,562.8,12012,swedbank,14898,swedbank
202,874.28,71305,others,57941,others
202,731.92,35763,handelsbanken,33117,handelsbanken
202,719.02,19662,swedbank,31686,handelsbanken
202,60.96,60922,others,18438,swedbank
202,645.38,87310,others,33863,handelsbanken
202,696.61,29790,handelsbanken,34936,handelsbanken
202,17.12,76992,others,3852,swedbank
202,170.47,6173,swedbank,15085,swedbank
202,915.33,36180,handelsbanken,30699,handelsbanken
202,1138.35,27609,swedbank,16945,swedbank
202,365.2,33195,handelsbanken,29776,handelsbanken
202,728.75,32489,handelsbanken,35318,handelsbanken
202,48.06,92389,others,71182,others
202,966.96,84813,others,67739,others
202,1195.74,18182,swedbank,17260,swedbank
202,1751.89,74296,others,63430,others
202,331.08,32591,handelsbanken,32744,handelsbanken
202,996.01,39982,handelsbanken,66446,others
202,933.49,99043,others,45349,others
202,400.2,37694,handelsbanken,37518,handelsbanken
202,1095.46,30385,handelsbanken,27865,handelsbanken
202,989.64,12009,swedbank,3872,swedbank
202,1464.85,34428,handelsbanken,34359,handelsbanken
202,1313.34,13982,swedbank,47093,others
202,721.11,70093,others,48842,others
202,125.13,73117,others,56661,others
202,729.25,10883,swedbank,27270,swedbank
202,726.49,93770,others,1695,swedbank
202,309.87,36758,handelsbanken,33944,handelsbanken
202,120.23,21087,swedbank,19704,swedbank
202,1125.37,78446,others,43207,others
202,290.78,1485,swedbank,19236,swedbank
202,1117.22,18081,swedbank,20391,swedbank
202,818.8,91194,others,72488,others
202,499.03,99119,others,73245,others
202,1044.06,30755,handelsbanken,38131,handelsbanken
202,836.98,32563,handelsbanken,30833,handelsbanken
202,520.21,77379,others,55804,others
202,268.3,47355,others,75948,others
202,818.37,38496,handelsbanken,34941,handelsbanken
202,878.07,16951,swedbank,63788,others
202,194.4,79795,others,25059,swedbank
202,328.09,4295,swedbank,79526,others
202,661.78,7296,swedbank,4295,swedbank
202,225.49,16356,swedbank,39458,handelsbanken
202,347.5,33666,handelsbanken,38126,handelsbanken
202,760.35,60070,others,71061,others
202,735.15,24839,swedbank,37520,handelsbanken
202,725.44,31565,handelsbanken,28375,handelsbanken
202,27.07,85239,others,97126,others
202,837.94,48445,others,20542,swedbank
202,1223.28,96354,others,73990,others
202,891.52,22866,swedbank,74029,others
202,849.76,36261,handelsbanken,30951,handelsbanken
202,750.24,57922,others,36564,handelsbanken
202,1447.2,17156,swedbank,9443,swedbank
202,1125.28,9623,swedbank,15080,swedbank
202,873.27,41037,handelsbanken,32431,handelsbanken
202,934.55,26787,swedbank,93181,others
202,880.25,16143,swedbank,10025,swedbank
202,1087.07,36110,handelsbanken,35975,handelsbanken
202,576.21,13697,swedbank,16565,swedbank
202,1423.4,91179,others,92881,others
203,1105.28,88890,others,98662,others
203,816.69,29339,handelsbanken,38418,handelsbanken
203,664.02,30981,handelsbanken,39168,handelsbanken
203,451.45,38226,handelsbanken,38161,handelsbanken
203,463.72,34,swedbank,85519,others
203,875.85,29606,handelsbanken,50411,others
203,1115.8,22803,swedbank,15015,swedbank
203,1208.28,24355,swedbank,7361,swedbank
203,1100.02,65136,others,84463,others
203,1466.57,35616,handelsbanken,32998,handelsbanken
203,314.77,2020,swedbank,48544,others
203,190.23,17066,swedbank,10305,swedbank
203,843.26,32369,handelsbanken,35993,handelsbanken
203,1246.67,34060,handelsbanken,35134,handelsbanken
203,1897.07,55903,others,83997,others
203,634.53,35754,handelsbanken,40205,handelsbanken
203,576.77,50076,others,23360,swedbank
203,670.72,55571,others,1103,swedbank
203,562.08,13955,swedbank,71528,others
203,828.9,36317,handelsbanken,72269,others
203,490.8,32919,handelsbanken,39538,handelsbanken
203,1616.63,13631,swedbank,69366,others
203,1007.09,39229,handelsbanken,40065,handelsbanken
203,990.86,36176,handelsbanken,96660,others
203,374.66,3228,swedbank,27570,swedbank
203,756.63,2027,swedbank,7175,swedbank
203,1387.72,71929,others,94949,others
203,930.11,82576,others,25227,swedbank
203,1113.18,85381,others,16119,swedbank
203,1218.5,52037,others,18383,swedbank
203,697.22,8944,swedbank,16310,swedbank
203,826.28,72584,others,42012,others
203,641.41,4356,swedbank,26202,swedbank
203,596.67,76968,others,62668,others
203,195.92,29753,handelsbanken,8678,swedbank
203,1012.38,63281,others,45644,others
203,426.75,54609,others,10053,swedbank
203,1090.3,53571,others,92014,others
203,1490.58,15642,swedbank,93984,others
203,276.11,2565,swedbank,57912,others
203,538.27,2523,swedbank,36221,handelsbanken
203,1089.69,88837,others,36564,handelsbanken
203,505.73,10427,swedbank,48423,others
203,197.26,30876,handelsbanken,30042,handelsbanken
203,582.29,37744,handelsbanken,78722,others
203,582.86,48794,others,36323,handelsbanken
203,1045.24,28395,handelsbanken,40497,handelsbanken
203,1630.36,31380,handelsbanken,29889,handelsbanken
203,975.47,98129,others,67968,others
203,1011.71,68406,others,53520,others
203,1030.11,3514,swedbank,16392,swedbank
203,535.13,33619,handelsbanken,41035,handelsbanken
203,674.61,32798,handelsbanken,36740,handelsbanken
203,760.35,99878,others,97242,others
203,1520.26,32055,handelsbanken,40151,handelsbanken
203,481.21,27075,swedbank,8879,swedbank
203,639.14,37142,handelsbanken,39605,handelsbanken
203,1701.45,22769,swedbank,13251,swedbank
203,330.16,7544,swedbank,24193,swedbank
203,1258.55,30945,handelsbanken,38670,handelsbanken
203,89.19,82108,others,59207,others
203,915.35,54434,others,76531,others
203,157.24,39467,handelsbanken,32429,handelsbanken
203,1264.82,76014,others,27396,swedbank
204,508.36,17611,swedbank,38266,handelsbanken
204,702.05,20219,swedbank,54357,others
204,208.98,21128,swedbank,21787,swedbank
204,1006.54,26264,swedbank,67741,others
204,1085.76,23131,swedbank,10405,swedbank
204,41.3,83439,others,9893,swedbank
204,731.37,52246,others,97162,others
204,1049.47,18589,swedbank,56810,others
204,545.89,39181,handelsbanken,40186,handelsbanken
204,36.44,31998,handelsbanken,29675,handelsbanken
204,805.57,33263,handelsbanken,37247,handelsbanken
204,680.06,89997,others,53524,others
204,1195.74,36400,handelsbanken,33170,handelsbanken
204,643.15,34925,handelsbanken,87534,others
204,595.47,99731,others,50125,others
204,567.04,31158,handelsbanken,48091,others
204,1358.76,54880,others,28861,handelsbanken
204,714.13,29214,handelsbanken,35307,handelsbanken
204,533.81,6053,swedbank,56707,others
204,675.66,4057,swedbank,1272,swedbank
204,1134.21,45635,others,17711,swedbank
204,490.94,96093,others,23437,swedbank
204,625.93,2273,swedbank,3622,swedbank
204,702.67,50550,others,61739,others
204,1712.64,38148,handelsbanken,57545,others
204,1179.21,96168,others,73952,others
204,954.51,21517,swedbank,8276,swedbank
204,390.36,61539,others,19932,swedbank
204,975.35,40309,handelsbanken,53488,others
204,604.35,99471,others,15101,swedbank
204,624.7,4827,swedbank,6099,swedbank
204,1289.37,36133,handelsbanken,38001,handelsbanken
204,498.99,29487,handelsbanken,10580,swedbank
204,763.55,27219,swedbank,16331,swedbank
204,576.24,21844,swedbank,13568,swedbank
204,182.16,82080,others,98795,others
204,1134.21,47732,others,44955,others
204,591.26,93463,others,33858,handelsbanken
204,492.89,81501,others,24003,swedbank
204,387.16,19753,swedbank,97563,others
204,1249.91,51886,others,37166,handelsbanken
204,1028.95,10040,swedbank,23622,swedbank
204,757.73,73982,others,52745,others
204,1132.19,64877,others,94191,others
204,1015.87,85381,others,10781,swedbank
204,814.56,782,swedbank,84617,others
204,1023.64,18978,swedbank,48872,others
204,816.78,4202,others,89269,others
204,1016.48,157,swedbank,96318,others
204,146.31,39846,handelsbanken,73898,others
204,405.68,21437,swedbank,18891,swedbank
204,1152.42,19032,swedbank,21995,swedbank
204,56.55,93794,others,48229,others
204,240.07,43419,others,94583,others
204,1464.97,69720,others,64127,others
204,751.26,49582,others,50686,others
204,459.42,28883,handelsbanken,37444,handelsbanken
204,1460.22,30434,handelsbanken,40709,handelsbanken
204,1445.76,9858,swedbank,95160,others
204,966.87,10063,swedbank,79618,others
204,1014.68,73426,others,36564,handelsbanken
204,347.5,77937,others,61600,others
204,323.46,29378,handelsbanken,34898,handelsbanken
204,1121.86,18301,swedbank,16545,swedbank
204,591.31,6796,swedbank,14745,swedbank
204,1584.36,39786,handelsbanken,29189,handelsbanken
204,850.25,35565,handelsbanken,34968,handelsbanken
204,874.34,17892,swedbank,4107,swedbank
204,387.22,16169,swedbank,12821,swedbank
204,730.37,19102,swedbank,9595,swedbank
204,604.32,88657,others,72514,others
204,805.54,25105,swedbank,46544,others
205,1024.15,79936,others,53094,others
205,796.55,23564,swedbank,18787,swedbank
205,720.54,82556,others,10209,swedbank
205,596.04,35248,handelsbanken,32303,handelsbanken
205,1400.14,53823,others,62492,others
205,1359.81,39799,handelsbanken,53398,others
205,707.53,23067,swedbank,98560,others
205,1063.04,31025,handelsbanken,32573,handelsbanken
205,1329.7,11133,swedbank,1600,swedbank
205,852.39,32814,swedbank,28025,handelsbanken
205,1324.42,26289,swedbank,20431,swedbank
205,952.86,27792,handelsbanken,42644,others
205,1033.16,68798,others,58790,others
205,396.1,70502,others,43745,others
205,1042.81,84956,others,89920,others
205,656.12,11484,swedbank,82689,others
205,707.6,78118,others,16139,swedbank
205,489.56,87470,others,50504,others
205,886.66,18961,swedbank,84296,others
205,816.78,7070,swedbank,40939,handelsbanken
205,816.68,70896,others,47494,others
205,169.01,24876,swedbank,26945,swedbank
205,647.02,21916,swedbank,22410,swedbank
205,45.69,42267,others,32909,handelsbanken
205,854.52,63388,others,4718,swedbank
205,744.36,92465,others,39382,handelsbanken
205,421.34,40596,handelsbanken,61506,others
205,1324.49,2254,swedbank,19744,swedbank
205,556.61,29182,handelsbanken,33183,handelsbanken
205,558.4,46997,others,17988,swedbank
205,810.94,13370,swedbank,7830,swedbank
205,728.14,29720,handelsbanken,34296,handelsbanken
205,936.76,9185,swedbank,68126,others
205,789.17,12056,swedbank,6894,swedbank
205,1244.97,95379,others,57976,others
205,1094.12,32193,handelsbanken,36669,handelsbanken
205,665.04,28328,handelsbanken,29665,handelsbanken
205,1136.32,31829,handelsbanken,39035,handelsbanken
205,1155.2,64371,others,97303,others
205,1467.83,23340,swedbank,28962,handelsbanken
205,806.7,7577,swedbank,66790,others
205,741.09,41158,handelsbanken,39773,handelsbanken
205,999.45,48480,others,77390,others
205,522.87,34499,handelsbanken,33287,handelsbanken
205,1102.02,19965,swedbank,16565,swedbank
205,1040.96,44792,others,53709,others
205,1305.68,71473,others,86726,others
205,772.68,33446,handelsbanken,32397,handelsbanken
205,948.47,2770,swedbank,39724,handelsbanken
205,538.87,21807,swedbank,26624,swedbank
205,865.73,30293,handelsbanken,34782,handelsbanken
205,1438.36,16259,swedbank,26270,swedbank
205,920.89,10062,swedbank,86696,others
205,585.24,37414,handelsbanken,39705,handelsbanken
205,773.74,6048,swedbank,93875,others
205,270.55,37803,handelsbanken,37854,handelsbanken
205,255.12,33199,handelsbanken,27787,handelsbanken
205,954.51,56356,others,77796,others
205,645.32,55488,others,3371,swedbank
205,980.55,68076,others,61608,others
205,1325.58,28702,handelsbanken,30037,handelsbanken
205,1031.91,43917,others,42766,others
205,624.2,57802,others,64410,others
205,653.88,28869,handelsbanken,32557,handelsbanken
205,1488.71,12270,swedbank,3010,swedbank
205,1241.58,34246,handelsbanken,34850,handelsbanken
205,1385.16,37028,handelsbanken,28960,handelsbanken
205,643.08,52633,others,3875,swedbank
205,1475.76,39914,handelsbanken,14567,swedbank
205,1013.59,22454,swedbank,96186,others
205,1022.96,38292,handelsbanken,30348,handelsbanken
205,913.72,11554,swedbank,92807,others
205,330.04,41856,others,42209,others
205,661.79,40429,handelsbanken,69353,others
205,1103.27,45330,others,75497,others
205,688.36,11624,swedbank,22972,swedbank
205,885.09,17935,swedbank,75541,others
205,136.94,28326,handelsbanken,15278,swedbank
205,1281.97,18330,swedbank,63396,others
205,754.5,19670,swedbank,58513,others
205,682.92,20241,swedbank,64487,others
205,792.26,30956,handelsbanken,97479,others
205,1015.32,67092,others,83926,others
205,925.72,38949,handelsbanken,38569,handelsbanken
205,643.65,34801,handelsbanken,70518,others
205,107.83,53103,others,52782,others
205,915.4,17166,swedbank,15064,swedbank
205,400.89,96157,others,3226,swedbank
206,1288.34,29380,handelsbanken,40321,handelsbanken
206,1336.87,15195,swedbank,6661,swedbank
206,1751.61,28713,handelsbanken,57259,others
206,943.96,29799,handelsbanken,30763,handelsbanken
206,1255.19,45390,others,21908,swedbank
206,1262.16,34653,handelsbanken,65165,others
206,460.06,83266,others,42729,others
206,1009.4,957,swedbank,6538,swedbank
206,177.77,48153,others,63408,others
206,542.68,43812,others,19546,swedbank
206,637.91,36995,handelsbanken,31109,handelsbanken
206,968.07,41348,others,11160,swedbank
206,1011.71,66823,others,82081,others
206,685.64,57758,others,4891,swedbank
206,901.73,40259,handelsbanken,92077,others
206,538.27,27073,swedbank,25799,swedbank
206,259.44,35806,handelsbanken,37243,handelsbanken
206,1616.46,19443,swedbank,22274,swedbank
206,1408.85,40014,handelsbanken,33696,handelsbanken
206,1283.74,93033,others,69514,others
206,358.15,37318,handelsbanken,28771,handelsbanken
206,1113.17,3080,swedbank,4701,swedbank
206,1318.48,21505,swedbank,93704,others
206,651.65,32531,handelsbanken,40156,handelsbanken
206,248.05,28492,handelsbanken,28294,handelsbanken
206,500.29,20112,swedbank,6618,swedbank
206,627.62,24222,swedbank,30392,handelsbanken
206,1464.75,30830,handelsbanken,31447,handelsbanken
206,1253.41,8606,swedbank,20185,swedbank
206,960.15,75148,others,31571,handelsbanken
206,548.45,32673,handelsbanken,32799,handelsbanken
206,1141.86,7830,swedbank,15827,swedbank
206,522.22,27546,swedbank,4293,swedbank
206,1253.45,13795,swedbank,39275,handelsbanken
206,992.59,16957,swedbank,60765,others
206,1170.28,17352,swedbank,62552,others
206,179.18,46430,others,77208,others
206,1300.76,51569,others,63571,others
206,486.14,34795,handelsbanken,72215,others
206,617.75,21275,swedbank,10449,swedbank
206,408.85,30048,handelsbanken,34257,handelsbanken
206,479.14,37955,handelsbanken,30699,handelsbanken
206,748.6,5398,swedbank,22309,swedbank
206,1073.1,12374,swedbank,24,swedbank
206,1272.8,79727,others,72807,others
206,1253.47,4124,swedbank,40246,handelsbanken
206,348.33,85417,others,57442,others
206,239.92,43204,others,39513,handelsbanken
206,439.67,16673,swedbank,36511,handelsbanken
206,191.59,55361,others,70810,others
206,1105.86,5032,swedbank,15089,swedbank
206,960.77,24096,swedbank,95165,others
206,693.94,28988,handelsbanken,22,swedbank
206,984.55,14622,swedbank,27623,swedbank
206,673.95,29808,handelsbanken,34743,handelsbanken
206,938.42,46186,others,333,swedbank
206,579.28,25988,swedbank,24760,swedbank
206,1008.2,13182,swedbank,19634,swedbank
206,1056.85,47953,others,94622,others
206,781.7,31209,handelsbanken,12479,swedbank
206,788.08,72818,others,34275,handelsbanken
206,1364.37,72814,others,19622,swedbank
206,934.59,38351,handelsbanken,22279,swedbank
206,1181.4,12230,swedbank,47111,others
206,934.04,85188,others,27732,handelsbanken
206,342.0,89459,others,44405,others
206,980.59,35037,handelsbanken,28031,handelsbanken
206,1308.6,18252,swedbank,52393,others
206,211.54,62246,others,84846,others
206,391.32,15751,swedbank,74748,others
206,604.99,39101,handelsbanken,27828,handelsbanken
206,412.94,87237,others,77676,others
207,894.22,39012,handelsbanken,83226,others
207,1320.56,86488,others,41535,others
207,533.16,94109,others,50249,others
207,284.4,40937,handelsbanken,35276,handelsbanken
207,1209.81,39593,handelsbanken,28566,handelsbanken
207,719.56,29658,handelsbanken,30432,handelsbanken
207,233.95,80837,others,23052,swedbank
207,840.59,36818,handelsbanken,29788,handelsbanken
207,431.28,37894,handelsbanken,55376,others
207,1123.89,26910,swedbank,5368,swedbank
207,149.66,18621,swedbank,40470,handelsbanken
207,1662.64,96973,others,16925,swedbank
207,682.82,5488,swedbank,6738,swedbank
207,1354.32,93212,others,56088,others
207,819.34,40496,handelsbanken,33375,handelsbanken
207,186.37,53468,others,42338,others
207,1041.52,16798,swedbank,69392,others
207,1208.19,83830,others,73283,others
207,962.46,33489,handelsbanken,33117,handelsbanken
207,785.42,4686,swedbank,89088,others
207,878.0,11948,swedbank,60846,others
207,1411.44,59416,others,39528,handelsbanken
207,85.3,69640,others,11080,swedbank
207,373.81,51333,others,61506,others
207,515.58,38287,handelsbanken,30044,handelsbanken
207,698.25,41983,others,31395,handelsbanken
207,484.03,18916,swedbank,23902,swedbank
207,311.76,81277,others,29775,handelsbanken
207,657.79,8888,swedbank,27518,swedbank
207,1788.29,3520,swedbank,90480,others
207,1191.19,75844,others,49914,others
207,1177.69,39762,handelsbanken,28283,handelsbanken
207,312.82,81767,others,50481,others
207,1307.43,40508,handelsbanken,29680,handelsbanken
207,883.95,50735,others,33548,handelsbanken
207,1697.76,4770,swedbank,79373,others
207,298.96,7294,swedbank,77642,others
207,1362.06,39797,handelsbanken,79944,others
207,202.36,40565,handelsbanken,32911,handelsbanken
207,1733.98,6639,swedbank,57104,others
207,1096.73,11469,swedbank,22248,swedbank
207,596.62,76009,others,76041,others
207,180.49,19964,swedbank,4817,swedbank
207,400.24,33615,handelsbanken,34151,handelsbanken
207,56.55,38760,handelsbanken,34226,handelsbanken
207,624.24,38727,handelsbanken,34329,handelsbanken
207,784.88,87386,others,86472,others
207,579.2,13312,swedbank,17822,swedbank
207,460.76,30901,handelsbanken,30512,handelsbanken
207,337.52,69992,others,74749,others
207,174.88,72449,others,62092,others
207,509.03,36652,handelsbanken,67460,others
207,169.01,41304,others,36614,handelsbanken
207,93.08,36373,handelsbanken,30038,handelsbanken
207,903.35,71434,others,44885,others
207,1214.61,67945,others,10580,swedbank
207,1455.89,99308,others,69288,others
207,682.37,39603,handelsbanken,34812,handelsbanken
207,741.56,47677,others,78708,others
207,147.81,8644,swedbank,14171,swedbank
207,537.04,52846,others,369,swedbank
207,715.72,19934,swedbank,91153,others
207,523.44,9553,swedbank,21305,swedbank
207,1133.52,33298,handelsbanken,80720,others
207,763.08,20581,swedbank,20134,swedbank
207,569.5,28980,handelsbanken,37447,handelsbanken
207,1270.15,34641,handelsbanken,32895,handelsbanken
