birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,1281,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1283,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1285,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1289,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1292,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1294,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1295,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1296,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1300,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1301,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1304,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1308,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1309,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1311,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1315,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1317,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1320,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1321,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1323,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1329,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1332,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1333,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1334,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1337,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1338,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1340,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1342,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1343,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1344,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1346,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1349,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1352,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1353,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1354,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1355,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1357,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1358,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1360,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1362,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1363,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1365,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1366,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1368,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1370,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1371,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1372,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1373,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1377,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1381,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1383,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1384,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1385,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1391,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1393,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1395,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1398,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1399,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1400,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1403,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1405,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1407,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1408,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1410,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1411,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1414,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1416,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1422,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1424,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1428,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1435,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1436,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1437,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1438,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1439,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1441,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1442,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1444,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1445,Organization,,,,,,,,,,,,,,False
