account,bank,sum,mean,median,std,max,min,in_sum,out_sum,in_mean,out_mean,in_median,out_median,in_std,out_std,in_max,out_max,in_min,out_min,count_in,count_out,count_days_in_bank,count_phone_changes,sum_spending,mean_spending,median_spending,std_spending,max_spending,min_spending,count_spending,is_sar
8112,bank,17106.77,488.7648571428572,659.2,575.012095204611,1262.23,-1262.23,20879.970000000005,-3773.2000000000003,719.9989655172416,-628.8666666666667,659.2,-550.4399999999999,167.80462226191224,530.6749402286363,1262.23,-25.41,469.64,-1262.23,29,6,266,0,69190.71,508.7552205882353,493.885,340.8109412670878,1439.2,1.47,136,0
577,bank,3799.530000000001,9.792603092783509,55.54,826.3579361004865,2237.78,-1743.05,141651.54000000004,-137852.00999999998,719.0433502538073,-721.7382722513088,663.02,-683.93,403.2273799695228,404.52793726261547,2237.78,-1.41,36.94,-1743.05,197,191,275,0,350702.29,2435.432569444444,432.385,7556.368490588523,31573.87,4.88,144,0
1370,bank,9700.69,50.00355670103093,147.93,862.2034099075438,1858.34,-2237.78,77674.81000000001,-67974.12,769.0575247524754,-730.9045161290322,713.92,-687.21,411.11990829296,437.8716269055899,1858.34,-10.02,45.65,-2237.78,101,93,272,0,162107.27000000002,1149.69695035461,442.93,2666.5914545279243,11255.29,5.34,141,0
3532,bank,3776.5200000000004,37.76520000000001,113.765,732.5823349589443,1589.64,-1256.2,33260.71000000001,-29484.189999999995,615.9390740740741,-640.960652173913,575.145,-593.085,427.71327971261627,305.25424384275095,1589.64,-9.95,60.0,-1256.2,54,46,269,0,269024.75,1640.3948170731708,470.885,4902.583241359172,21877.27,8.83,164,0
6206,bank,5171.9400000000005,152.11588235294118,409.17,840.9157947723913,1491.4,-1484.77,15126.029999999999,-9954.09,796.1068421052631,-663.606,670.76,-587.57,347.0037229395646,486.0478535053342,1491.4,-36.94,347.39,-1484.77,19,15,267,0,162284.42,1007.9777639751553,438.86,2167.808074429092,9785.6,4.45,161,0
6032,bank,7241.8,268.2148148148148,161.34,817.5160194731089,1586.12,-980.72,13536.089999999998,-6294.29,902.4059999999998,-524.5241666666667,870.72,-483.84000000000003,448.04608519022423,300.3045981683607,1586.12,-11.23,90.92,-980.72,15,12,273,0,205808.75999999998,1381.2668456375839,375.5,3857.6644323770747,16495.62,5.34,149,0
3459,bank,12553.49,121.87854368932038,153.56,824.3093895871766,1991.72,-1496.58,42898.240000000005,-30344.750000000004,766.0400000000001,-645.6329787234043,693.925,-615.65,467.3521891912118,372.16280663589725,1991.72,-7.53,13.68,-1496.58,56,47,275,0,236996.72,1590.5820134228188,449.73,4597.141560050759,19627.96,6.61,149,0
8415,bank,59270.97,940.8090476190476,1368.19,776.0998178271508,1368.19,-1373.31,66246.37000000001,-6975.400000000001,1226.7846296296298,-775.0444444444445,1368.19,-651.97,311.5490153914303,401.02696393481796,1368.19,-160.37,160.37,-1373.31,54,9,273,0,185386.54,1305.539014084507,438.9,3263.190869190868,13740.72,4.06,142,0
3399,bank,9811.05,90.00963302752292,168.27,833.3711622624127,1955.38,-2013.16,43524.18000000001,-33713.13,725.4030000000001,-688.0230612244898,739.805,-595.29,436.21013141235,454.0429328828391,1955.38,-1.39,25.46,-2013.16,60,49,275,0,293617.73,1768.7815060240962,423.95,5454.99569697629,24441.1,0.16,166,0
8807,bank,6707.67,319.41285714285715,589.77,731.9925081115439,953.29,-1190.73,11111.17,-4403.5,740.7446666666667,-733.9166666666666,899.37,-723.895,233.68682947381478,355.4999968307548,953.29,-276.03,214.72,-1190.73,15,6,263,0,166305.77,2003.6839759036143,538.0,4297.904545468169,14222.99,7.68,83,0
2285,bank,5078.389999999999,54.025425531914884,105.11,844.1339350624465,1972.49,-1762.85,36139.75,-31061.360000000004,737.545918367347,-690.2524444444446,653.03,-582.56,453.5666086599922,441.40902110666406,1972.49,-105.61,26.57,-1762.85,49,45,273,0,257022.53,1511.8972352941175,498.01,4286.125852292341,19535.85,0.17,170,0
9828,bank,1378.9000000000003,76.60555555555557,221.11,845.7526231791297,1906.38,-1289.51,6817.39,-5438.49,681.739,-679.81125,575.6800000000001,-666.88,521.3177810862264,459.02248744906666,1906.38,-57.67,221.11,-1289.51,10,8,271,0,210477.02,1366.733896103896,548.95,3337.0202995873324,14653.58,9.2,154,0
5419,bank,-99.32000000000062,-1.873962264150955,48.0,822.9475537250692,1654.33,-1583.39,18516.199999999997,-18615.519999999997,661.2928571428571,-744.6207999999999,631.6,-676.16,452.1599637694373,386.7901024556687,1654.33,-87.91,42.53,-1583.39,28,25,266,0,115667.98000000001,713.9998765432099,472.525,997.0850015821667,4609.81,4.94,162,0
5161,bank,-1330.0500000000002,-25.095283018867928,122.76,793.7680974281027,1809.01,-1302.7,18086.44,-19416.489999999998,669.8681481481481,-746.7880769230768,686.16,-756.2049999999999,332.98700838640997,363.2344065313112,1809.01,-8.89,122.76,-1302.7,27,26,258,0,134659.4,897.7293333333333,440.93,1711.544047148192,7533.09,22.96,150,0
6718,bank,9500.9,271.45428571428573,465.6,918.5861156187607,1638.0,-1391.58,20172.750000000004,-10671.849999999999,960.607142857143,-762.2749999999999,1032.71,-689.97,357.7969733122803,303.179269454432,1638.0,-270.27,390.64,-1391.58,21,14,275,0,187066.59,1206.8812258064515,452.94,2973.479228571017,13074.84,10.12,155,0
6691,bank,-1114.0299999999995,-29.31657894736841,183.66500000000002,1007.3863122987622,1764.16,-1777.19,16307.9,-17421.93,776.5666666666666,-1024.8194117647058,825.74,-1043.32,431.9797135437419,456.2504954856294,1764.16,-218.67,163.0,-1777.19,21,17,272,0,110098.42,748.968843537415,420.61,1081.532545726878,4720.69,10.55,147,0
3624,bank,5490.67,52.794903846153844,151.86,827.5707905484115,1558.23,-1970.07,39999.59,-34508.920000000006,701.7471929824561,-734.232340425532,703.92,-701.69,398.0299971635052,431.1943642156746,1558.23,-118.01,49.03,-1970.07,57,47,265,0,161366.68,1120.6019444444444,417.71000000000004,2536.908582036447,10817.65,0.57,144,0
6387,bank,4877.68,162.58933333333334,301.41999999999996,882.5789939557557,1360.25,-1105.45,14464.400000000001,-9586.720000000001,904.0250000000001,-684.7657142857144,964.2550000000001,-670.495,443.1349619096497,247.46688675812416,1360.25,-283.92,224.06,-1105.45,16,14,270,0,147121.42,1043.4143262411349,446.98,2194.685221128632,9346.69,10.49,141,0
5268,bank,-3694.2100000000005,-55.9728787878788,-18.26,796.042629360562,1245.81,-2221.46,20822.510000000002,-24516.719999999998,650.7034375000001,-721.0799999999999,568.22,-589.19,259.36897392747176,494.91326075659686,1245.81,-8.72,194.75,-2221.46,32,34,272,0,145802.93,2390.211967213115,400.94,4804.7950716909945,13825.7,12.39,61,0
3024,bank,-15572.15,-139.03705357142857,-339.12,864.0792704904107,1828.67,-1785.81,34516.189999999995,-50088.34,734.3870212765956,-770.5898461538461,704.96,-623.39,451.9088312293844,427.5907409306982,1828.67,-1.56,12.48,-1785.81,47,65,275,0,186466.23,1331.9016428571429,552.53,3030.299529429846,12769.24,3.67,140,0
540,bank,-30705.059999999998,-70.5863448275862,-227.25,810.8423158650754,1990.69,-2069.84,139971.54000000004,-170676.59999999998,714.1405102040818,-714.1280334728033,693.095,-694.95,399.23882053001796,381.1835869735859,1990.69,-2.62,8.74,-2069.84,196,239,275,0,172556.66999999998,1120.4978571428571,456.115,2517.7700239047163,11102.41,0.17,154,0
1846,bank,-17781.760000000002,-83.87622641509435,-195.595,830.3709276847223,1907.43,-1800.75,66710.91,-84492.67000000001,702.220105263158,-722.1595726495727,638.27,-713.91,458.0156631310692,408.9222557705449,1907.43,-4.0,5.16,-1800.75,95,117,274,0,165138.86,1013.1218404907975,427.67,2191.700767366941,9949.73,2.28,163,0
25,bank,-52188.03,-35.64756147540984,-99.03999999999999,843.1097432447336,2384.39,-2107.57,508160.33999999997,-560348.3700000001,720.7948085106383,-738.2718972332017,671.21,-681.72,418.533310778204,427.48885249128,2384.39,-1.48,7.66,-2107.57,705,759,275,0,325538.56,2009.4972839506172,409.185,6369.798489023632,28155.45,2.3,162,0
4204,bank,4149.280000000001,76.83851851851853,127.83000000000001,761.435577226129,1374.73,-1285.83,20041.43,-15892.15,691.0837931034483,-635.686,719.96,-609.04,352.47883327952974,388.1527806053522,1374.73,-80.78,32.23,-1285.83,29,25,275,0,140947.51,972.0517931034483,472.72,1947.2129811885654,8420.77,2.33,145,0
5174,bank,6201.93,98.44333333333334,46.96,836.2028586162957,1858.31,-1464.37,25090.489999999998,-18888.560000000005,784.0778124999999,-609.3083870967744,771.36,-565.49,506.8586433325044,400.7156761520299,1858.31,-7.43,46.96,-1464.37,32,31,274,0,218871.81,1351.0605555555555,495.19,3411.7602605433262,15298.14,7.94,162,0
750,bank,-14724.82,-36.90431077694235,-96.88,839.7736832581309,2107.55,-2369.33,136509.89999999997,-151234.72,710.9890624999998,-730.6025120772947,676.505,-703.29,437.5676191994688,424.3870373678864,2107.55,-14.88,1.33,-2369.33,192,207,275,0,159181.09,1026.9747741935485,459.29,2262.672983712232,10007.26,3.63,155,0
6623,bank,7537.87,243.15709677419355,186.56,942.9869872668571,2070.35,-1447.59,16503.43,-8965.56,916.8572222222223,-689.6584615384616,926.11,-745.2,561.2552612074176,391.58120341010056,2070.35,-77.69,61.08,-1447.59,18,13,251,0,215858.9,1420.1243421052632,509.855,3613.108583521413,15713.24,1.9,152,0
5750,bank,8645.77,345.8308,547.03,806.5149193749197,1433.55,-1151.74,13842.62,-5196.85,865.16375,-577.4277777777778,901.135,-419.39,415.9607376483987,358.6217566872434,1433.55,-131.94,47.86,-1151.74,16,9,273,0,240105.18,1500.657375,517.9,4065.5287226088876,18050.01,0.19,160,0
3663,bank,-4751.44,-50.01515789473684,-83.83,862.4650562133346,1802.17,-2161.41,33237.270000000004,-37988.71,722.549347826087,-775.2797959183673,703.5699999999999,-672.9,406.7702788301589,438.8888838898074,1802.17,-13.46,20.59,-2161.41,46,49,274,0,301599.48,1921.0157961783439,488.27,5826.7228209196455,25436.01,2.28,157,0
5495,bank,4055.4900000000007,75.10166666666667,224.49,844.9295609644092,1489.15,-1920.67,21064.350000000002,-17008.86,679.4951612903227,-739.515652173913,628.88,-851.92,419.39838510951984,521.0696096128187,1489.15,-60.0,28.95,-1920.67,31,23,270,0,159055.74000000002,1807.4515909090912,527.94,3797.1624909264274,12944.02,8.05,88,0
568,bank,-22356.340000000004,-50.12632286995517,-313.915,761.8241843264431,2341.08,-2107.55,132392.39,-154748.73,719.5238586956523,-590.6440076335879,628.04,-457.65999999999997,421.9144081689416,392.2181410287859,2341.08,-3.94,11.23,-2107.55,184,262,275,0,62009.72,607.9384313725491,571.4300000000001,399.001095573436,1725.9,27.36,102,0
151,bank,-1898.3600000000015,-2.511058201058203,-43.504999999999995,864.3822683966938,2239.41,-2109.42,283635.9,-285534.26,768.6609756097562,-737.8146253229975,754.72,-715.55,430.1573657870959,417.62921723726305,2239.41,-2.77,7.43,-2109.42,369,387,275,0,289039.29,1784.193148148148,395.03999999999996,5537.6606342587675,24503.76,4.96,162,0
3929,bank,-3724.9800000000005,-73.03882352941177,-77.64,911.6892574636317,1642.12,-1800.62,17885.22,-21610.2,745.2175000000001,-800.3777777777779,714.45,-757.05,483.69627466408406,473.3311776070448,1642.12,-36.85,87.8,-1800.62,24,27,273,0,175027.99,1250.1999285714285,447.03,2946.2825617769463,12371.98,5.36,140,0
8818,bank,-1476.7499999999998,-82.04166666666666,-329.62,903.1834390854581,1090.22,-1535.09,6627.130000000001,-8103.879999999999,828.3912500000001,-810.3879999999999,853.69,-772.39,290.45726326592103,386.0107925319072,1090.22,-245.38,153.44,-1535.09,8,10,269,0,279011.02,1860.0734666666667,405.015,5621.670762107608,24003.45,1.49,150,0
4672,bank,1749.250000000001,34.98500000000002,310.255,891.578784089076,1991.75,-2045.06,19730.3,-17981.05,704.6535714285714,-817.3204545454545,596.115,-661.0550000000001,431.9902005251224,505.870088484774,1991.75,-227.19,223.3,-2045.06,28,22,270,0,174628.87,1204.3370344827586,540.58,2601.377087442268,11183.95,0.62,145,0
2378,bank,693.5300000000004,6.481588785046733,140.12,829.0940618168152,1894.63,-1771.36,39450.200000000004,-38756.67,692.1087719298247,-775.1333999999999,686.09,-782.4549999999999,403.1599032910877,361.9964933678958,1894.63,-66.25,2.54,-1771.36,57,50,273,0,260214.25,1794.5810344827587,462.59,5072.980636449333,21401.71,7.94,145,0
1866,bank,1553.4700000000003,7.577902439024392,-54.61,853.4168510998404,2109.4,-2042.76,75166.07,-73612.6,759.2532323232324,-694.4584905660378,731.66,-604.365,468.92007193217273,423.6947426509808,2109.4,-5.16,8.87,-2042.76,99,106,275,0,190993.34,1317.195448275862,421.49,3227.9947870298115,13744.47,3.2,145,0
2613,bank,-7134.94,-66.68168224299065,24.1,772.7687904816202,1827.5,-1567.0,32587.989999999994,-39722.92999999999,592.508909090909,-763.9024999999999,501.99,-729.75,362.3440176114239,371.35173684572055,1827.5,-68.49,9.93,-1567.0,55,52,275,0,192297.1,1413.9492647058823,427.02,3631.315675643304,14951.48,5.36,136,0
3212,bank,-21827.37,-178.912868852459,-547.0450000000001,859.6056229222042,2352.97,-1970.09,36980.14,-58807.51,697.7384905660377,-852.2827536231885,560.93,-862.89,435.2295965588217,333.0243573890127,2352.97,-83.89,28.93,-1970.09,53,69,275,0,302650.84,1978.1100653594774,419.31,6141.792798286042,26423.4,4.45,153,0
4320,bank,3729.4399999999996,76.11102040816326,152.52,762.0229166890939,1921.81,-1646.3,17903.89,-14174.45,716.1555999999999,-590.6020833333333,677.3,-510.75,392.96256349555745,376.3058015240908,1921.81,-101.72,152.52,-1646.3,25,24,274,0,203797.74000000002,1395.8749315068494,447.21500000000003,3626.148944199285,15445.04,18.31,146,0
8001,bank,577.8199999999999,28.891,120.785,945.9044375561524,1827.04,-1827.04,8048.910000000001,-7471.09,670.7425000000001,-933.88625,810.4200000000001,-1050.4099999999999,504.9544943516288,512.138234434457,1827.04,-105.53,34.46,-1827.04,12,8,254,0,367669.5,2535.651724137931,439.81,8099.209322004008,33890.5,5.4,145,0
3471,bank,360.8100000000011,3.608100000000011,104.625,959.2858442314359,1819.45,-1908.33,42011.68,-41650.87,823.758431372549,-850.0177551020408,804.62,-835.23,436.30930819945866,491.05032730135935,1819.45,-62.06,19.41,-1908.33,51,49,275,0,221421.00999999998,1757.3096031746031,538.8599999999999,4492.191093243189,17853.55,19.56,126,0
9965,bank,3342.51,185.69500000000002,210.01,490.8470663736792,832.77,-751.39,5652.15,-2309.6400000000003,471.0125,-384.94000000000005,570.97,-364.375,267.64606449308457,274.6732678656589,832.77,-20.59,46.91,-751.39,12,6,265,0,168405.52000000002,1202.8965714285716,433.53499999999997,2886.2287724735797,12112.95,4.94,140,0
1864,bank,-437.2299999999992,-2.082047619047615,118.48,803.1515968558805,1599.8,-1882.26,72418.77,-72855.99999999999,670.5441666666667,-714.2745098039214,613.81,-675.095,364.56762290334086,444.95400510242405,1599.8,-9.85,11.13,-1882.26,108,102,274,0,98593.03,627.9810828025478,502.11,586.5886657895757,2624.83,3.2,157,0
8291,bank,2010.6600000000003,125.66625000000002,271.985,926.8003038474183,1443.4,-1348.26,7574.049999999999,-5563.389999999999,841.561111111111,-794.7699999999999,877.5,-858.54,441.70016856586227,360.69849717827583,1443.4,-240.99,130.11,-1348.26,9,7,273,0,302627.63,1801.3549404761904,423.475,5561.876365981382,25060.51,16.17,168,0
6386,bank,2254.92,90.1968,231.12,733.2378844761091,1400.06,-1178.77,8893.78,-6638.860000000001,635.2700000000001,-603.5327272727274,446.80499999999995,-615.09,428.56815713220266,325.9223991103069,1400.06,-95.96,199.75,-1178.77,14,11,272,0,278734.17,1742.0885624999999,507.63,5076.76165117725,22424.88,1.49,160,0
2731,bank,-3127.8199999999997,-29.5077358490566,44.805,891.7479582560713,1922.78,-1524.22,41100.869999999995,-44228.69,775.488113207547,-834.5035849056604,761.55,-806.98,394.8814260687173,358.9285040982522,1922.78,-10.1,99.71,-1524.22,53,53,275,0,190168.74000000002,2291.1896385542173,472.76,5137.26355429844,16895.4,16.23,83,0
4055,bank,1277.2000000000003,23.221818181818186,296.39,1025.7360545212307,1736.7,-2041.49,25444.32,-24167.12,848.144,-966.6848,850.395,-850.79,434.3778998363141,517.6325858988529,1736.7,-84.9,63.06,-2041.49,30,25,274,0,222172.99,1481.1532666666667,463.705,3942.404772405274,16979.44,1.85,150,0
9111,bank,5687.22,315.9566666666667,460.53999999999996,937.227477918091,2014.71,-1937.38,9595.95,-3908.73,799.6625,-651.455,598.0450000000001,-564.84,616.984036247366,681.5263113262761,2014.71,-21.98,8.64,-1937.38,12,6,274,0,268308.84,1776.879735099338,382.72,5277.18110466449,22623.2,7.09,151,0
8387,bank,734.5299999999997,34.97761904761904,264.49,768.1630049534068,994.02,-1318.95,7429.31,-6694.78,619.1091666666667,-743.8644444444444,647.25,-858.0,274.679051802722,420.9636310333445,994.02,-80.76,121.75,-1318.95,12,9,274,0,166394.98,1155.5206944444444,530.035,2440.3724147983244,10475.61,4.04,144,0
88,bank,-17524.57,-11.544512516469037,-77.78999999999999,843.8371263937997,2165.97,-2110.08,545694.03,-563218.6000000001,748.5514814814816,-713.8385297845375,734.49,-635.0,417.7019216620446,425.77796709383233,2165.97,-4.0,7.5,-2110.08,729,789,275,0,182570.96,1250.4860273972602,478.115,2941.746388256937,12606.98,0.97,146,0
7777,bank,4122.88,229.04888888888888,355.98,871.9297674420998,1646.36,-967.53,9164.64,-5041.76,916.4639999999999,-630.22,942.845,-581.505,447.2195899903213,265.1840430450412,1646.36,-252.16,252.16,-967.53,10,8,267,0,61645.98,481.60921875,451.095,308.6403627994743,1456.09,9.26,128,0
6563,bank,5333.5199999999995,177.784,488.25,851.5156029331586,1199.81,-1185.74,14828.61,-9495.09,823.8116666666667,-791.2575,841.8050000000001,-803.7850000000001,268.53608503820686,304.5950474475011,1199.81,-226.47,408.48,-1185.74,18,12,274,0,193918.35,1275.7786184210527,420.43,3271.318266154421,14221.8,15.69,152,0
7998,bank,2789.02,174.31375,123.30000000000001,858.8996515455108,1777.31,-1029.76,7387.1900000000005,-4598.17,738.719,-766.3616666666667,823.2950000000001,-740.685,523.0728411235963,147.26038020006152,1777.31,-603.05,98.85,-1029.76,10,6,274,0,188380.12,1128.0246706586827,461.19,2755.013956985788,12564.76,18.68,167,0
4069,bank,-260.4200000000001,-4.734909090909092,169.8,908.9677170465748,1320.37,-1692.34,22520.35,-22780.77,804.2982142857143,-843.7322222222223,755.0550000000001,-818.58,347.3482047259245,393.49127247024984,1320.37,-19.54,169.8,-1692.34,28,27,273,0,288545.72,1759.4251219512194,447.90999999999997,5250.875747646547,23431.17,5.77,164,0
944,bank,-15928.23,-41.05213917525773,-163.8,871.0035688071205,2165.06,-2074.52,139232.12,-155160.34999999998,786.6221468926553,-735.3571090047392,742.94,-687.31,431.14208421159634,424.900715872804,2165.06,-12.48,2.71,-2074.52,177,211,275,0,190643.57,1391.5589051094892,470.45,3493.2358189455567,14459.15,0.11,137,0
8870,bank,102.79999999999961,5.410526315789453,105.65,772.5930662851757,1124.61,-1253.98,6490.45,-6387.65,649.045,-709.7388888888888,636.3199999999999,-768.4,355.1059888806283,328.57589067993274,1124.61,-152.51,105.65,-1253.98,10,9,273,0,307710.85000000003,2065.1734899328862,545.59,6067.597509194421,25881.08,14.8,149,0
8122,bank,995.2899999999998,66.35266666666665,204.42,760.7576920362889,1383.0,-1187.63,5415.57,-4420.28,601.73,-736.7133333333333,556.55,-708.42,400.8631704210303,271.2384445956485,1383.0,-401.02,127.33,-1187.63,9,6,270,0,214070.49,1456.2618367346938,452.97,3875.14717422378,16523.19,2.33,147,0
5748,bank,9630.93,260.2954054054054,539.72,827.5252430912929,1749.51,-1801.78,18784.300000000003,-9153.370000000003,853.8318181818183,-610.2246666666668,799.95,-579.35,392.88618915038,404.77682965637575,1749.51,-41.2,102.7,-1801.78,22,15,254,0,244567.74000000002,2811.1234482758623,418.45,7054.791011834443,23440.88,1.62,87,0
6424,bank,7711.910000000001,233.69424242424245,490.47,778.9079846451309,1252.66,-1698.07,15457.62,-7745.709999999999,702.6190909090909,-704.1554545454545,661.84,-647.02,317.8676938288737,527.2298904911146,1252.66,-24.23,65.31,-1698.07,22,11,257,0,309127.33999999997,2047.2009271523177,403.51,6258.691935187773,26789.62,20.37,151,0
6524,bank,-570.8200000000002,-21.141481481481488,-47.94,904.709042810933,1334.63,-1737.09,10102.29,-10673.11,777.0992307692309,-762.365,876.37,-658.35,424.76730724914825,491.5136166319458,1334.63,-47.94,51.28,-1737.09,13,14,265,0,310104.79,2124.005410958904,452.47,6444.565768365878,27151.07,2.31,146,0
8230,bank,3266.7200000000003,217.78133333333335,522.34,885.6883607831068,1847.89,-886.87,7658.1,-4391.38,957.2625,-627.34,821.2550000000001,-695.54,422.45236464346743,244.50036400790898,1847.89,-234.89,522.34,-886.87,8,7,252,0,192118.82,1215.9418987341774,506.655,2930.7662137128846,13034.1,8.85,158,0
3172,bank,3138.39,27.290347826086954,199.71,773.0086007157876,1763.83,-1826.9,39981.700000000004,-36843.310000000005,634.6301587301588,-708.5251923076924,547.01,-587.27,335.0482994237526,437.62969315097126,1763.83,-60.01,51.15,-1826.9,63,52,268,0,281051.8,1801.6141025641025,388.795,5636.762647783987,24481.4,0.54,156,0
1342,bank,6258.0599999999995,30.827881773399014,49.04,834.6547489000064,1650.07,-1868.22,77094.87,-70836.81,734.236857142857,-722.8245918367347,717.78,-686.6500000000001,398.05150453928576,414.04674336737713,1650.07,-21.84,21.91,-1868.22,105,98,270,0,231206.85,1445.0428125,400.435,4101.865147648635,18144.45,0.6,160,0
3907,bank,6937.38,119.61,195.94,850.8725657838011,1603.95,-1321.86,25539.67,-18602.289999999997,773.9293939393939,-744.0915999999999,821.04,-755.28,411.32058256713975,357.9605481949093,1603.95,-27.57,17.12,-1321.86,33,25,274,0,143057.42,1014.5916312056738,501.63,1971.6801669053823,8423.58,2.8,141,0
6343,bank,-290.75,-10.025862068965518,82.73,671.9424646209208,1331.91,-1154.68,8112.900000000001,-8403.65,477.2294117647059,-700.3041666666667,476.64,-739.435,330.13051743724384,322.56046636697243,1331.91,-190.82,9.79,-1154.68,17,12,268,0,92146.91,667.731231884058,485.14,834.8539061761618,3613.49,2.71,138,0
3342,bank,-15496.97,-134.7562608695652,-200.55,895.6234351982127,1668.34,-1697.82,37086.100000000006,-52583.07,713.1942307692309,-834.6519047619048,637.675,-791.26,432.55734210076594,469.2457153837324,1668.34,-21.74,56.57,-1697.82,52,63,274,0,100848.45999999999,769.8355725190839,493.91,957.5836491592627,4078.64,16.08,131,0
8194,bank,3617.98,212.82235294117646,350.72,722.5860755173861,1257.45,-990.53,7258.240000000001,-3640.26,604.8533333333334,-728.052,588.075,-900.67,396.35023282521996,298.15239043147045,1257.45,-389.37,91.79,-990.53,12,5,242,0,189249.45,1220.9641935483871,407.47,3128.1547964742776,13703.61,0.62,155,0
7476,bank,-71.24999999999966,-2.3749999999999885,82.065,854.5576922464546,1405.64,-1756.97,11083.029999999999,-11154.28,692.6893749999999,-796.7342857142858,706.6,-815.4200000000001,409.35874689516936,401.94265411325085,1405.64,-210.03,23.01,-1756.97,16,14,275,0,107253.22,1357.6356962025316,552.24,2331.703316611405,7758.35,6.39,79,0
1120,bank,11.500000000000455,0.05665024630542096,53.46,844.6985729461361,1554.92,-1870.21,74999.88,-74988.38,707.5460377358492,-773.0760824742268,697.205,-776.31,379.57698530432845,432.5832609513762,1554.92,-11.07,13.55,-1870.21,106,97,275,0,92469.91,1232.9321333333335,467.2,2161.125124663573,6992.19,14.1,75,0
2570,bank,4671.619999999999,49.174947368421044,97.91,896.3202659014739,2069.74,-1603.95,39281.93999999999,-34610.32000000001,755.4219230769229,-804.8911627906979,698.665,-808.69,470.22824767335567,406.4821276174701,2069.74,-95.83,47.93,-1603.95,52,43,270,0,312829.72000000003,2031.3618181818183,503.565,6142.17716210415,26569.47,4.5,154,0
8432,bank,2452.9699999999993,102.2070833333333,285.95,908.8078905356284,1827.06,-1953.19,10224.79,-7771.820000000001,681.6526666666667,-863.5355555555557,285.95,-875.11,509.5646121720926,491.2939937326507,1827.06,-295.7,285.95,-1953.19,15,9,268,0,223748.68,2601.728837209302,501.315,6199.181142171338,20602.85,4.66,86,0
4988,bank,6717.04,122.128,257.28,771.391942247548,1513.96,-1449.64,21386.29,-14669.250000000002,648.069393939394,-666.784090909091,589.78,-588.845,412.5174053217284,429.0806988663209,1513.96,-42.39,104.56,-1449.64,33,22,271,0,233997.71,1549.6537086092715,493.49,4111.867333390773,17781.71,2.28,151,0
1197,bank,-24445.64,-108.64728888888888,-240.88,764.6039581624638,1600.41,-1919.99,64070.69,-88516.32999999999,628.1440196078431,-719.6449593495934,570.7,-605.74,327.16377436378866,393.11758414569493,1600.41,-57.85,58.93,-1919.99,102,123,275,0,132017.78,916.7901388888889,513.2149999999999,1572.8840629461256,6853.18,0.19,144,0
5902,bank,1296.6499999999999,39.29242424242424,271.08,919.779097919136,1560.87,-1663.84,14131.44,-12834.79,831.2611764705882,-802.174375,812.74,-772.125,399.2122993765716,410.70337415980646,1560.87,-119.89,271.08,-1663.84,17,16,248,0,197457.55,1226.4444099378882,442.48,3115.668619476573,13922.71,2.31,161,0
5308,bank,-9558.9,-154.17580645161289,-262.84000000000003,797.9309253858028,1181.62,-1809.56,17385.550000000003,-26944.45,579.5183333333334,-842.0140625,548.5699999999999,-864.12,334.84885370590854,372.33487020864203,1181.62,-130.08,86.99,-1809.56,30,32,270,0,171728.01,1047.122012195122,440.9,2359.2344836000475,10726.5,13.97,164,0
3351,bank,1307.6100000000001,13.076100000000002,133.735,839.7574812449477,1935.33,-1529.41,37711.81,-36404.200000000004,673.4251785714285,-827.3681818181819,656.665,-832.185,415.867860202082,334.2250721690172,1935.33,-230.22,42.39,-1529.41,56,44,274,0,143918.01,928.5032903225807,365.72,2130.4171244813206,9406.57,4.5,155,0
4528,bank,7392.549999999999,129.6938596491228,182.41,715.9641463582874,1993.07,-1756.56,20509.17,-13116.62,661.586129032258,-504.48538461538465,582.59,-459.64,431.43833122612415,394.7015456694414,1993.07,-24.3,19.56,-1756.56,31,26,274,0,292251.14,1838.0574842767296,452.04,5527.974408272679,24286.39,4.44,159,0
84,bank,-173641.9,-106.13808068459657,-253.155,855.1520724308967,2344.4,-2107.56,537694.02,-711335.92,749.9219246861925,-774.0325571273123,741.79,-815.63,407.9246004974242,392.0662424937258,2344.4,-2.72,2.71,-2107.56,717,919,275,0,132496.88999999998,920.1172916666666,419.735,1796.8349381540127,7706.45,10.14,144,0
6617,bank,2737.5099999999998,82.95484848484848,194.89,739.2535793881945,1188.58,-1101.93,12514.940000000002,-9777.429999999998,695.2744444444446,-651.8286666666665,786.445,-656.4,301.45653931658546,279.7367631201741,1188.58,-4.99,39.17,-1101.93,18,15,260,0,219695.71,1525.6646527777777,483.28499999999997,4176.625067882968,17609.14,5.75,144,0
4549,bank,-297.25999999999993,-6.192916666666665,1.46,802.5363470285632,1677.14,-1622.25,16314.900000000001,-16612.16,652.596,-722.2678260869565,486.46,-625.65,415.05140888408835,398.46211511437684,1677.14,-142.81,1.46,-1622.25,25,23,273,0,210429.09,1481.895,459.57,3951.4623195595505,16574.86,0.19,142,0
4428,bank,-2596.3700000000003,-54.091041666666676,-77.5,818.8565852435726,1423.84,-1756.14,15639.08,-18235.45,710.8672727272727,-701.3634615384616,693.335,-672.36,375.94373094896366,437.2720639688048,1423.84,-21.75,117.19,-1756.14,22,26,266,0,201364.32,1266.4422641509434,436.7,3220.66946169403,14290.46,3.14,159,0
